SA,PCT,CHO_CHN_No,CHN,CST_No,CST,IHA_No,IHA,Region,HR_abbr
087052014,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087052015,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087052016,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087052017,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087053001,Naas,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087054001/01,Monasterevin/Rathangan,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087054001/02,Monasterevin/Rathangan,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055001,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055002,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055003,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055004,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055005,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055006,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055007/01,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087055007/02,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056002,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056003,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056004,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056005/01,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056005/02,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056005/03,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056005/04/087056001,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087056006,Clane/Kilmeague,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087057001,Derrinturn,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087057002,Derrinturn,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087058001,Derrinturn,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087058002,Derrinturn,CHO 7 - 14,Northwest Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087059001,Kildare,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087059002,Kildare,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087060001,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087060002,Kill,CHO 7 - 10,East Kildare and Blessington,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087061001,Monasterevin/Rathangan,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087061002,Monasterevin/Rathangan,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087062001,Newbridge,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087062002,Newbridge,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087062003,Newbridge,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087064001,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064002,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064003,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064004,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064005,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064006,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064007,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064008,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064009/01,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064009/02,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064009/03,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064010,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064011,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064012,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064013,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064014,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064015,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064016,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064017,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064018,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064019,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064020,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064021,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064022,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064023,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064024,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064025,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064026,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064027,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064028,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064029,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064030,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064031,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064032,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064033,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064034,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064035/01,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064035/02,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064035/03,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064036,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064037,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064038,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064039,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064040,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064041,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064042,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064043,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064044,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064045,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064046,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064047,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064048,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064049,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064050,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064051/01,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064051/02,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087064052,Leixlip,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087065001,Monasterevin/Rathangan,CHO 7 - 12,West and Central Kildare,CST 22,Naas,B3,HSE Kildare West Wicklow,HSE Dublin and Midlands,DML
087066001,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066002,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066003,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066004,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066005,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066006/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066006/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066007,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066008,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066009,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066010,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066011,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066012,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066013,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066014,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066015,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066016,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066017,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066018,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066019,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066020,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066021,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066022,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066023,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066024/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066024/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066024/03,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066024/04,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066025,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066026,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066027,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066028,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066029/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066029/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066030,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066031,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066032,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066034,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066035,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066036,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066037/087066038,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066039,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066040,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066041,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066042,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066043/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066043/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066044,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066045/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066045/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066046/01,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066046/02,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
087066046/03,Maynooth,CHO 7 - 13,Northeast Kildare,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
